mol_id,original_row_index,original_smiles,canonical_smiles,Eox,murcko_scaffold,molecular_target_key
9631,8848,Cc1ccc2c(c1)-c1ccccc1C2C(=O)O,Cc1ccc2c(c1)-c1ccccc1C2C(=O)O,0.85,c1ccc2c(c1)Cc1ccccc1-2,Cc1ccc2c(c1)-c1ccccc1C2C(=O)O||0.85
9632,9428,Cc1ccc2c(c1)C(=CC(N)=O)NC(C)(C)C2,Cc1ccc2c(c1)C(=CC(N)=O)NC(C)(C)C2,0.507,C=C1NCCc2ccccc21,Cc1ccc2c(c1)C(=CC(N)=O)NC(C)(C)C2||0.507
9633,13203,Cc1ccc2c(c1)C(=O)C(CC(=O)O)C(c1ccccc1)C2,Cc1ccc2c(c1)C(=O)C(CC(=O)O)C(c1ccccc1)C2,1.079,O=C1CC(c2ccccc2)Cc2ccccc21,Cc1ccc2c(c1)C(=O)C(CC(=O)O)C(c1ccccc1)C2||1.079
9634,12507,Cc1ccc2c(c1)C(=O)C(Cc1ccccc1C(=O)O)C2,Cc1ccc2c(c1)C(=O)C(Cc1ccccc1C(=O)O)C2,1.137,O=C1c2ccccc2CC1Cc1ccccc1,Cc1ccc2c(c1)C(=O)C(Cc1ccccc1C(=O)O)C2||1.137
9635,9926,Cc1ccc2c(c1)C(=O)c1c(C(=O)O)cccc1-2,Cc1ccc2c(c1)C(=O)c1c(C(=O)O)cccc1-2,0.896,O=C1c2ccccc2-c2ccccc21,Cc1ccc2c(c1)C(=O)c1c(C(=O)O)cccc1-2||0.896
9636,10913,Cc1ccc2c(c1)C(=O)c1cc(C)cc(C(=O)O)c1-2,Cc1ccc2c(c1)C(=O)c1cc(C)cc(C(=O)O)c1-2,0.805,O=C1c2ccccc2-c2ccccc21,Cc1ccc2c(c1)C(=O)c1cc(C)cc(C(=O)O)c1-2||0.805
9637,9947,Cc1ccc2c(c1)C(C(=O)O)c1cc(C)ccc1-2,Cc1ccc2c(c1)C(C(=O)O)c1cc(C)ccc1-2,0.657,c1ccc2c(c1)Cc1ccccc1-2,Cc1ccc2c(c1)C(C(=O)O)c1cc(C)ccc1-2||0.657
9638,5853,Cc1ccc2c(c1)C(C)CC(C)(C)N2,Cc1ccc2c(c1)C(C)CC(C)(C)N2,0.297,c1ccc2c(c1)CCCN2,Cc1ccc2c(c1)C(C)CC(C)(C)N2||0.297
9639,9910,Cc1ccc2c(c1)C(C)CC(c1ccccc1)N2,Cc1ccc2c(c1)C(C)CC(c1ccccc1)N2,0.309,c1ccc(C2CCc3ccccc3N2)cc1,Cc1ccc2c(c1)C(C)CC(c1ccccc1)N2||0.309
9640,12553,Cc1ccc2c(c1)C(CCN)C(=O)N2Cc1ccccc1,Cc1ccc2c(c1)C(CCN)C(=O)N2Cc1ccccc1,0.562,O=C1Cc2ccccc2N1Cc1ccccc1,Cc1ccc2c(c1)C(CCN)C(=O)N2Cc1ccccc1||0.562
9641,4820,Cc1ccc2c(c1)C(O)CC(C)N2,Cc1ccc2c(c1)C(O)CC(C)N2,0.443,c1ccc2c(c1)CCCN2,Cc1ccc2c(c1)C(O)CC(C)N2||0.443
9642,12536,Cc1ccc2c(c1)C(c1ccc(N)cc1)NC(=O)C2(C)C,Cc1ccc2c(c1)C(c1ccc(N)cc1)NC(=O)C2(C)C,0.533,O=C1Cc2ccccc2C(c2ccccc2)N1,Cc1ccc2c(c1)C(c1ccc(N)cc1)NC(=O)C2(C)C||0.533
9643,14696,Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)C(=O)N2CC(=O)O,Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)C(=O)N2CC(=O)O,0.575,O=C1Nc2ccccc2C1(c1ccccc1)c1ccccc1,Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)C(=O)N2CC(=O)O||0.575
9644,14033,Cc1ccc2c(c1)C(c1ccccc1)=C(NC1CCCCC1)C2=O,Cc1ccc2c(c1)C(c1ccccc1)=C(NC1CCCCC1)C2=O,0.045,O=C1C(NC2CCCCC2)=C(c2ccccc2)c2ccccc21,Cc1ccc2c(c1)C(c1ccccc1)=C(NC1CCCCC1)C2=O||0.045
9645,10941,Cc1ccc2c(c1)C(c1ccccc1)NCC(=O)N2,Cc1ccc2c(c1)C(c1ccccc1)NCC(=O)N2,0.615,O=C1CNC(c2ccccc2)c2ccccc2N1,Cc1ccc2c(c1)C(c1ccccc1)NCC(=O)N2||0.615
9646,9310,Cc1ccc2c(c1)C1C=CCC1C(C(=O)O)N2,Cc1ccc2c(c1)C1C=CCC1C(C(=O)O)N2,0.439,C1=CC2c3ccccc3NCC2C1,Cc1ccc2c(c1)C1C=CCC1C(C(=O)O)N2||0.439
9647,8201,Cc1ccc2c(c1)C1CCN(C)CCC1N2,Cc1ccc2c(c1)C1CCN(C)CCC1N2,0.356,c1ccc2c(c1)NC1CCNCCC21,Cc1ccc2c(c1)C1CCN(C)CCC1N2||0.356
9648,7002,Cc1ccc2c(c1)C1CN(C)CCC1N2,Cc1ccc2c(c1)C1CN(C)CCC1N2,0.431,c1ccc2c(c1)NC1CCNCC21,Cc1ccc2c(c1)C1CN(C)CCC1N2||0.431
9649,14538,Cc1ccc2c(c1)C1CN(C)CCC1N2C(=S)NC1CCCCC1,Cc1ccc2c(c1)C1CN(C)CCC1N2C(=S)NC1CCCCC1,0.392,S=C(NC1CCCCC1)N1c2ccccc2C2CNCCC21,Cc1ccc2c(c1)C1CN(C)CCC1N2C(=S)NC1CCCCC1||0.392
9650,5749,Cc1ccc2c(c1)C1CNCCC1N2,Cc1ccc2c(c1)C1CNCCC1N2,0.41,c1ccc2c(c1)NC1CCNCC21,Cc1ccc2c(c1)C1CNCCC1N2||0.41
9651,8326,Cc1ccc2c(c1)C1C[N+](C)([O-])CCC1N2,Cc1ccc2c(c1)C1C[N+](C)([O-])CCC1N2,0.468,c1ccc2c(c1)NC1CC[NH2+]CC21,Cc1ccc2c(c1)C1C[N+](C)([O-])CCC1N2||0.468
9652,12546,Cc1ccc2c(c1)CC(CC(=O)O)C(c1ccccc1)C2,Cc1ccc2c(c1)CC(CC(=O)O)C(c1ccccc1)C2,0.919,c1ccc(C2CCc3ccccc3C2)cc1,Cc1ccc2c(c1)CC(CC(=O)O)C(c1ccccc1)C2||0.919
9653,3530,Cc1ccc2c(c1)CCC(N)C2,Cc1ccc2c(c1)CCC(N)C2,1.033,c1ccc2c(c1)CCCC2,Cc1ccc2c(c1)CCC(N)C2||1.033
9654,2500,Cc1ccc2c(c1)CCCN2,Cc1ccc2c(c1)CCCN2,0.406,c1ccc2c(c1)CCCN2,Cc1ccc2c(c1)CCCN2||0.406
9655,9974,Cc1ccc2c(c1)CNc1ccc(C)cc1CN2,Cc1ccc2c(c1)CNc1ccc(C)cc1CN2,0.383,c1ccc2c(c1)CNc1ccccc1CN2,Cc1ccc2c(c1)CNc1ccc(C)cc1CN2||0.383
9656,5835,Cc1ccc2c(c1)NC(C)(C)CC2C,Cc1ccc2c(c1)NC(C)(C)CC2C,0.393,c1ccc2c(c1)CCCN2,Cc1ccc2c(c1)NC(C)(C)CC2C||0.393
9657,2519,Cc1ccc2c(c1)NCCC2,Cc1ccc2c(c1)NCCC2,0.5,c1ccc2c(c1)CCCN2,Cc1ccc2c(c1)NCCC2||0.5
9658,2555,Cc1ccc2c(c1)NCCN2,Cc1ccc2c(c1)NCCN2,0.204,c1ccc2c(c1)NCCN2,Cc1ccc2c(c1)NCCN2||0.204
9659,9906,Cc1ccc2c(c1)Nc1ccc(C)cc1C2(C)C,Cc1ccc2c(c1)Nc1ccc(C)cc1C2(C)C,0.114,c1ccc2c(c1)Cc1ccccc1N2,Cc1ccc2c(c1)Nc1ccc(C)cc1C2(C)C||0.114
9660,8860,Cc1ccc2c(c1)Nc1ccccc1C(=O)N2,Cc1ccc2c(c1)Nc1ccccc1C(=O)N2,0.315,O=C1Nc2ccccc2Nc2ccccc21,Cc1ccc2c(c1)Nc1ccccc1C(=O)N2||0.315
9661,14683,Cc1ccc2c(c1)c(-c1ccccc1)c(-c1ccccc1)n2CCC(=O)O,Cc1ccc2c(c1)c(-c1ccccc1)c(-c1ccccc1)n2CCC(=O)O,0.27,c1ccc(-c2[nH]c3ccccc3c2-c2ccccc2)cc1,Cc1ccc2c(c1)c(-c1ccccc1)c(-c1ccccc1)n2CCC(=O)O||0.27
9662,6813,Cc1ccc2c(c1)c(C)c1n2CNCC1,Cc1ccc2c(c1)c(C)c1n2CNCC1,0.336,c1ccc2c(c1)cc1n2CNCC1,Cc1ccc2c(c1)c(C)c1n2CNCC1||0.336
9663,9080,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,0.304,c1ccc2c(c1)c1c3n2CCNC3CCC1,Cc1ccc2c(c1)c1c3n2CCNC3CCC1||0.304
9664,5810,Cc1ccc2c(c1)cc(C(=O)O)n2C,Cc1ccc2c(c1)cc(C(=O)O)n2C,0.657,c1ccc2[nH]ccc2c1,Cc1ccc2c(c1)cc(C(=O)O)n2C||0.657
9665,10412,Cc1ccc2c(c1C)NC(C(=O)O)C1CC=CC21,Cc1ccc2c(c1C)NC(C(=O)O)C1CC=CC21,0.449,C1=CC2c3ccccc3NCC2C1,Cc1ccc2c(c1C)NC(C(=O)O)C1CC=CC21||0.449
9666,5852,Cc1ccc2c(c1C)NC(C)CC2C,Cc1ccc2c(c1C)NC(C)CC2C,0.384,c1ccc2c(c1)CCCN2,Cc1ccc2c(c1C)NC(C)CC2C||0.384
9667,14085,Cc1ccc2c(c1C)NC(c1ccc(C(=O)O)cc1)C1CC=CC21,Cc1ccc2c(c1C)NC(c1ccc(C(=O)O)cc1)C1CC=CC21,0.339,C1=CC2c3ccccc3NC(c3ccccc3)C2C1,Cc1ccc2c(c1C)NC(c1ccc(C(=O)O)cc1)C1CC=CC21||0.339
9668,9366,Cc1ccc2c(c1N)C(C)CC21CCCCC1,Cc1ccc2c(c1N)C(C)CC21CCCCC1,0.467,c1ccc2c(c1)CCC21CCCCC1,Cc1ccc2c(c1N)C(C)CC21CCCCC1||0.467
9669,10066,Cc1ccc2cc(C(=O)C=CC(=O)O)ccc2c1,Cc1ccc2cc(C(=O)C=CC(=O)O)ccc2c1,0.802,c1ccc2ccccc2c1,Cc1ccc2cc(C(=O)C=CC(=O)O)ccc2c1||0.802
9670,7039,Cc1ccc2cc(C(=O)O)c(=O)[nH]c2c1,Cc1ccc2cc(C(=O)O)c(=O)[nH]c2c1,1.026,O=c1ccc2ccccc2[nH]1,Cc1ccc2cc(C(=O)O)c(=O)[nH]c2c1||1.026
9671,8228,Cc1ccc2cc(C(=O)O)c(=O)[nH]c2c1C,Cc1ccc2cc(C(=O)O)c(=O)[nH]c2c1C,0.925,O=c1ccc2ccccc2[nH]1,Cc1ccc2cc(C(=O)O)c(=O)[nH]c2c1C||0.925
9672,6885,Cc1ccc2cc(C(=O)O)c(C)nc2c1,Cc1ccc2cc(C(=O)O)c(C)nc2c1,1.084,c1ccc2ncccc2c1,Cc1ccc2cc(C(=O)O)c(C)nc2c1||1.084
9673,5546,Cc1ccc2cc(C(=O)O)ccc2c1,Cc1ccc2cc(C(=O)O)ccc2c1,0.872,c1ccc2ccccc2c1,Cc1ccc2cc(C(=O)O)ccc2c1||0.872
9674,5623,Cc1ccc2cc(C(=O)O)ccc2n1,Cc1ccc2cc(C(=O)O)ccc2n1,1.166,c1ccc2ncccc2c1,Cc1ccc2cc(C(=O)O)ccc2n1||1.166
9675,10665,Cc1ccc2cc(C)c(Nc3ccccc3)nc2c1,Cc1ccc2cc(C)c(Nc3ccccc3)nc2c1,0.584,c1ccc(Nc2ccc3ccccc3n2)cc1,Cc1ccc2cc(C)c(Nc3ccccc3)nc2c1||0.584
9676,9247,Cc1ccc2cc(CCCC(=O)O)ccc2c1,Cc1ccc2cc(CCCC(=O)O)ccc2c1,0.647,c1ccc2ccccc2c1,Cc1ccc2cc(CCCC(=O)O)ccc2c1||0.647
9677,15099,Cc1ccc2cc(CN(C(=S)NCCc3ccccc3)C3CCCC3)c(=O)[nH]c2c1,Cc1ccc2cc(CN(C(=S)NCCc3ccccc3)C3CCCC3)c(=O)[nH]c2c1,0.635,O=c1[nH]c2ccccc2cc1CN(C(=S)NCCc1ccccc1)C1CCCC1,Cc1ccc2cc(CN(C(=S)NCCc3ccccc3)C3CCCC3)c(=O)[nH]c2c1||0.635
9678,10495,Cc1ccc2cc(CNC(C)(C)C)c(=O)[nH]c2c1,Cc1ccc2cc(CNC(C)(C)C)c(=O)[nH]c2c1,0.836,O=c1ccc2ccccc2[nH]1,Cc1ccc2cc(CNC(C)(C)C)c(=O)[nH]c2c1||0.836
9679,9422,Cc1ccc2cc(CNC(C)C)c(=O)[nH]c2c1,Cc1ccc2cc(CNC(C)C)c(=O)[nH]c2c1,0.853,O=c1ccc2ccccc2[nH]1,Cc1ccc2cc(CNC(C)C)c(=O)[nH]c2c1||0.853
9680,12051,Cc1ccc2cc(CNC3CCCCC3)c(=O)[nH]c2c1,Cc1ccc2cc(CNC3CCCCC3)c(=O)[nH]c2c1,0.819,O=c1[nH]c2ccccc2cc1CNC1CCCCC1,Cc1ccc2cc(CNC3CCCCC3)c(=O)[nH]c2c1||0.819
9681,12810,Cc1ccc2cc(CNC3CCCCC3)c(=O)[nH]c2c1C,Cc1ccc2cc(CNC3CCCCC3)c(=O)[nH]c2c1C,0.765,O=c1[nH]c2ccccc2cc1CNC1CCCCC1,Cc1ccc2cc(CNC3CCCCC3)c(=O)[nH]c2c1C||0.765
9682,3219,Cc1ccc2cc(N)ccc2c1,Cc1ccc2cc(N)ccc2c1,0.417,c1ccc2ccccc2c1,Cc1ccc2cc(N)ccc2c1||0.417
9683,3307,Cc1ccc2cc(N)ccc2n1,Cc1ccc2cc(N)ccc2n1,0.535,c1ccc2ncccc2c1,Cc1ccc2cc(N)ccc2n1||0.535
9684,12714,Cc1ccc2cc3c(c4c2c1CC4)C1NC1c1ccccc1-3,Cc1ccc2cc3c(c4c2c1CC4)C1NC1c1ccccc1-3,0.358,c1ccc2c(c1)-c1cc3cccc4c3c(c1C1NC21)CC4,Cc1ccc2cc3c(c4c2c1CC4)C1NC1c1ccccc1-3||0.358
9685,13713,Cc1ccc2cc3c(cc2c1CC(=O)O)sc1ccccc13,Cc1ccc2cc3c(cc2c1CC(=O)O)sc1ccccc13,0.408,c1ccc2cc3c(cc2c1)sc1ccccc13,Cc1ccc2cc3c(cc2c1CC(=O)O)sc1ccccc13||0.408
9686,3318,Cc1ccc2ccc(N)cc2n1,Cc1ccc2ccc(N)cc2n1,0.702,c1ccc2ncccc2c1,Cc1ccc2ccc(N)cc2n1||0.702
9687,8023,Cc1ccc2cccc(CC(=O)NN)c2c1,Cc1ccc2cccc(CC(=O)NN)c2c1,0.695,c1ccc2ccccc2c1,Cc1ccc2cccc(CC(=O)NN)c2c1||0.695
9688,6785,Cc1ccc2cccc(CC(=O)O)c2c1,Cc1ccc2cccc(CC(=O)O)c2c1,0.725,c1ccc2ccccc2c1,Cc1ccc2cccc(CC(=O)O)c2c1||0.725
9689,3212,Cc1ccc2cccc(N)c2c1,Cc1ccc2cccc(N)c2c1,0.38,c1ccc2ccccc2c1,Cc1ccc2cccc(N)c2c1||0.38
9690,3309,Cc1ccc2cccc(N)c2n1,Cc1ccc2cccc(N)c2n1,0.509,c1ccc2ncccc2c1,Cc1ccc2cccc(N)c2n1||0.509
9691,5538,Cc1ccc2ccccc2c1C(=O)O,Cc1ccc2ccccc2c1C(=O)O,0.835,c1ccc2ccccc2c1,Cc1ccc2ccccc2c1C(=O)O||0.835
9692,12504,Cc1ccc2ccccc2c1C(Cc1ccco1)C(=O)O,Cc1ccc2ccccc2c1C(Cc1ccco1)C(=O)O,0.629,c1coc(CCc2cccc3ccccc23)c1,Cc1ccc2ccccc2c1C(Cc1ccco1)C(=O)O||0.629
9693,8022,Cc1ccc2ccccc2c1CC(=O)NN,Cc1ccc2ccccc2c1CC(=O)NN,0.686,c1ccc2ccccc2c1,Cc1ccc2ccccc2c1CC(=O)NN||0.686
9694,6770,Cc1ccc2ccccc2c1CC(=O)O,Cc1ccc2ccccc2c1CC(=O)O,0.729,c1ccc2ccccc2c1,Cc1ccc2ccccc2c1CC(=O)O||0.729
9695,5630,Cc1ccc2ccccc2c1CON,Cc1ccc2ccccc2c1CON,0.773,c1ccc2ccccc2c1,Cc1ccc2ccccc2c1CON||0.773
9696,3191,Cc1ccc2ccccc2c1N,Cc1ccc2ccccc2c1N,0.352,c1ccc2ccccc2c1,Cc1ccc2ccccc2c1N||0.352
9697,13333,Cc1ccc2ccccc2c1NC(=O)CNC1CCCCC1,Cc1ccc2ccccc2c1NC(=O)CNC1CCCCC1,0.468,O=C(CNC1CCCCC1)Nc1cccc2ccccc12,Cc1ccc2ccccc2c1NC(=O)CNC1CCCCC1||0.468
9698,13662,Cc1ccc2ccccc2c1NC(=O)CNCc1ccccc1,Cc1ccc2ccccc2c1NC(=O)CNCc1ccccc1,0.453,O=C(CNCc1ccccc1)Nc1cccc2ccccc12,Cc1ccc2ccccc2c1NC(=O)CNCc1ccccc1||0.453
9699,9308,Cc1ccc2ccccc2c1NCCC(=O)O,Cc1ccc2ccccc2c1NCCC(=O)O,0.548,c1ccc2ccccc2c1,Cc1ccc2ccccc2c1NCCC(=O)O||0.548
9700,3312,Cc1ccc2cccnc2c1N,Cc1ccc2cccnc2c1N,0.527,c1ccc2ncccc2c1,Cc1ccc2cccnc2c1N||0.527
9701,2491,Cc1ccc2cn[nH]c2c1N,Cc1ccc2cn[nH]c2c1N,0.419,c1ccc2[nH]ncc2c1,Cc1ccc2cn[nH]c2c1N||0.419
9702,14088,Cc1ccc2nc(-c3ccc(C(C)(C)C)cc3)cc(C(=O)O)c2c1,Cc1ccc2nc(-c3ccc(C(C)(C)C)cc3)cc(C(=O)O)c2c1,0.814,c1ccc(-c2ccc3ccccc3n2)cc1,Cc1ccc2nc(-c3ccc(C(C)(C)C)cc3)cc(C(=O)O)c2c1||0.814
9703,14089,Cc1ccc2nc(-c3ccc(C(C)C)cc3)c(C)c(C(=O)O)c2c1,Cc1ccc2nc(-c3ccc(C(C)C)cc3)c(C)c(C(=O)O)c2c1,0.829,c1ccc(-c2ccc3ccccc3n2)cc1,Cc1ccc2nc(-c3ccc(C(C)C)cc3)c(C)c(C(=O)O)c2c1||0.829
9704,13079,Cc1ccc2nc(-c3ccc(C)c(C)c3)cc(C(=O)O)c2c1,Cc1ccc2nc(-c3ccc(C)c(C)c3)cc(C(=O)O)c2c1,0.819,c1ccc(-c2ccc3ccccc3n2)cc1,Cc1ccc2nc(-c3ccc(C)c(C)c3)cc(C(=O)O)c2c1||0.819
9705,8787,Cc1ccc2nc(-c3ccc(N)cc3)[nH]c2c1,Cc1ccc2nc(-c3ccc(N)cc3)[nH]c2c1,0.459,c1ccc(-c2nc3ccccc3[nH]2)cc1,Cc1ccc2nc(-c3ccc(N)cc3)[nH]c2c1||0.459
9706,13822,Cc1ccc2nc(-c3ccc(N)cc3)cc(-c3ccccc3)c2c1,Cc1ccc2nc(-c3ccc(N)cc3)cc(-c3ccccc3)c2c1,0.447,c1ccc(-c2cc(-c3ccccc3)c3ccccc3n2)cc1,Cc1ccc2nc(-c3ccc(N)cc3)cc(-c3ccccc3)c2c1||0.447
9707,8786,Cc1ccc2nc(-c3cccc(N)c3)[nH]c2c1,Cc1ccc2nc(-c3cccc(N)c3)[nH]c2c1,0.629,c1ccc(-c2nc3ccccc3[nH]2)cc1,Cc1ccc2nc(-c3cccc(N)c3)[nH]c2c1||0.629
9708,12366,Cc1ccc2nc(-c3ccccc3)c(C)c(C(=O)O)c2c1,Cc1ccc2nc(-c3ccccc3)c(C)c(C(=O)O)c2c1,0.897,c1ccc(-c2ccc3ccccc3n2)cc1,Cc1ccc2nc(-c3ccccc3)c(C)c(C(=O)O)c2c1||0.897
9709,11576,Cc1ccc2nc(-c3ccccc3)cc(C(=O)O)c2c1,Cc1ccc2nc(-c3ccccc3)cc(C(=O)O)c2c1,0.93,c1ccc(-c2ccc3ccccc3n2)cc1,Cc1ccc2nc(-c3ccccc3)cc(C(=O)O)c2c1||0.93
9710,8770,Cc1ccc2nc(-c3ccccc3N)[nH]c2c1,Cc1ccc2nc(-c3ccccc3N)[nH]c2c1,0.565,c1ccc(-c2nc3ccccc3[nH]2)cc1,Cc1ccc2nc(-c3ccccc3N)[nH]c2c1||0.565
9711,4703,Cc1ccc2nc(C(=O)O)[nH]c2c1,Cc1ccc2nc(C(=O)O)[nH]c2c1,1.141,c1ccc2[nH]cnc2c1,Cc1ccc2nc(C(=O)O)[nH]c2c1||1.141
9712,4651,Cc1ccc2nc(C(C)N)[nH]c2c1,Cc1ccc2nc(C(C)N)[nH]c2c1,0.91,c1ccc2[nH]cnc2c1,Cc1ccc2nc(C(C)N)[nH]c2c1||0.91
9713,6884,Cc1ccc2nc(C)cc(C(=O)O)c2c1,Cc1ccc2nc(C)cc(C(=O)O)c2c1,1.068,c1ccc2ncccc2c1,Cc1ccc2nc(C)cc(C(=O)O)c2c1||1.068
9714,11113,Cc1ccc2nc(C)cc(NC3CCCCC3)c2c1,Cc1ccc2nc(C)cc(NC3CCCCC3)c2c1,0.482,c1ccc2c(NC3CCCCC3)ccnc2c1,Cc1ccc2nc(C)cc(NC3CCCCC3)c2c1||0.482
9715,11523,Cc1ccc2nc(C)cc(NCc3ccccc3)c2c1,Cc1ccc2nc(C)cc(NCc3ccccc3)c2c1,0.563,c1ccc(CNc2ccnc3ccccc23)cc1,Cc1ccc2nc(C)cc(NCc3ccccc3)c2c1||0.563
9716,12324,Cc1ccc2nc(C)cc(Nc3ccc(C)c(C)c3)c2c1,Cc1ccc2nc(C)cc(Nc3ccc(C)c(C)c3)c2c1,0.262,c1ccc(Nc2ccnc3ccccc23)cc1,Cc1ccc2nc(C)cc(Nc3ccc(C)c(C)c3)c2c1||0.262
9717,10663,Cc1ccc2nc(C)cc(Nc3ccccc3)c2c1,Cc1ccc2nc(C)cc(Nc3ccccc3)c2c1,0.393,c1ccc(Nc2ccnc3ccccc23)cc1,Cc1ccc2nc(C)cc(Nc3ccccc3)c2c1||0.393
9718,9168,Cc1ccc2nc(C3CC3)cc(C(=O)O)c2c1,Cc1ccc2nc(C3CC3)cc(C(=O)O)c2c1,1.052,c1ccc2nc(C3CC3)ccc2c1,Cc1ccc2nc(C3CC3)cc(C(=O)O)c2c1||1.052
9719,11983,Cc1ccc2nc(C3CCCCC3)cc(C(=O)O)c2c1,Cc1ccc2nc(C3CCCCC3)cc(C(=O)O)c2c1,0.973,c1ccc2nc(C3CCCCC3)ccc2c1,Cc1ccc2nc(C3CCCCC3)cc(C(=O)O)c2c1||0.973
9720,5867,Cc1ccc2nc(CC(=O)O)[nH]c2c1,Cc1ccc2nc(CC(=O)O)[nH]c2c1,0.947,c1ccc2[nH]cnc2c1,Cc1ccc2nc(CC(=O)O)[nH]c2c1||0.947
9721,7117,Cc1ccc2nc(CCC(=O)O)[nH]c2c1,Cc1ccc2nc(CCC(=O)O)[nH]c2c1,0.888,c1ccc2[nH]cnc2c1,Cc1ccc2nc(CCC(=O)O)[nH]c2c1||0.888
9722,8299,Cc1ccc2nc(CCCC(=O)O)[nH]c2c1,Cc1ccc2nc(CCCC(=O)O)[nH]c2c1,0.867,c1ccc2[nH]cnc2c1,Cc1ccc2nc(CCCC(=O)O)[nH]c2c1||0.867
9723,4652,Cc1ccc2nc(CCN)[nH]c2c1,Cc1ccc2nc(CCN)[nH]c2c1,0.899,c1ccc2[nH]cnc2c1,Cc1ccc2nc(CCN)[nH]c2c1||0.899
9724,3523,Cc1ccc2nc(CN)[nH]c2c1,Cc1ccc2nc(CN)[nH]c2c1,0.951,c1ccc2[nH]cnc2c1,Cc1ccc2nc(CN)[nH]c2c1||0.951
9725,9876,Cc1ccc2nc(Cc3ccc(N)cc3)[nH]c2c1,Cc1ccc2nc(Cc3ccc(N)cc3)[nH]c2c1,0.523,c1ccc(Cc2nc3ccccc3[nH]2)cc1,Cc1ccc2nc(Cc3ccc(N)cc3)[nH]c2c1||0.523
9726,2483,Cc1ccc2nc(N)[nH]c2c1,Cc1ccc2nc(N)[nH]c2c1,0.588,c1ccc2[nH]cnc2c1,Cc1ccc2nc(N)[nH]c2c1||0.588
9727,9880,Cc1ccc2nc(NCc3ccccc3)[nH]c2c1,Cc1ccc2nc(NCc3ccccc3)[nH]c2c1,0.448,c1ccc(CNc2nc3ccccc3[nH]2)cc1,Cc1ccc2nc(NCc3ccccc3)[nH]c2c1||0.448
9728,10661,Cc1ccc2nc(Nc3ccccc3)cc(C)c2c1,Cc1ccc2nc(Nc3ccccc3)cc(C)c2c1,0.533,c1ccc(Nc2ccc3ccccc3n2)cc1,Cc1ccc2nc(Nc3ccccc3)cc(C)c2c1||0.533
9729,9153,Cc1ccc2nc3c(c(C(=O)O)c2c1)CCC3,Cc1ccc2nc3c(c(C(=O)O)c2c1)CCC3,1.001,c1ccc2nc3c(cc2c1)CCC3,Cc1ccc2nc3c(c(C(=O)O)c2c1)CCC3||1.001
9730,10243,Cc1ccc2nc3c(c(C(=O)O)c2c1)CCCC3,Cc1ccc2nc3c(c(C(=O)O)c2c1)CCCC3,0.93,c1ccc2nc3c(cc2c1)CCCC3,Cc1ccc2nc3c(c(C(=O)O)c2c1)CCCC3||0.93
9731,7905,Cc1ccc2nc3c(c(N)c2c1)CCCC3,Cc1ccc2nc3c(c(N)c2c1)CCCC3,0.537,c1ccc2nc3c(cc2c1)CCCC3,Cc1ccc2nc3c(c(N)c2c1)CCCC3||0.537
9732,9074,Cc1ccc2nc3c(c(N)c2c1)CCCCC3,Cc1ccc2nc3c(c(N)c2c1)CCCCC3,0.509,c1ccc2nc3c(cc2c1)CCCCC3,Cc1ccc2nc3c(c(N)c2c1)CCCCC3||0.509
9733,11914,Cc1ccc2nc3c(c(NCC(C)C)c2c1)CCCC3,Cc1ccc2nc3c(c(NCC(C)C)c2c1)CCCC3,0.628,c1ccc2nc3c(cc2c1)CCCC3,Cc1ccc2nc3c(c(NCC(C)C)c2c1)CCCC3||0.628
9734,13589,Cc1ccc2nc3c(c(Nc4ccc(C)c(C)c4)c2c1)CCC3,Cc1ccc2nc3c(c(Nc4ccc(C)c(C)c4)c2c1)CCC3,0.357,c1ccc(Nc2c3c(nc4ccccc24)CCC3)cc1,Cc1ccc2nc3c(c(Nc4ccc(C)c(C)c4)c2c1)CCC3||0.357
9735,12225,Cc1ccc2nc3c(c(Nc4ccccc4)c2c1)CCC3,Cc1ccc2nc3c(c(Nc4ccccc4)c2c1)CCC3,0.467,c1ccc(Nc2c3c(nc4ccccc24)CCC3)cc1,Cc1ccc2nc3c(c(Nc4ccccc4)c2c1)CCC3||0.467
9736,8716,Cc1ccc2nc3ccc(C)cc3c(N)c2c1,Cc1ccc2nc3ccc(C)cc3c(N)c2c1,0.307,c1ccc2nc3ccccc3cc2c1,Cc1ccc2nc3ccc(C)cc3c(N)c2c1||0.307
9737,7552,Cc1ccc2nc3ccccc3c(N)c2c1,Cc1ccc2nc3ccccc3c(N)c2c1,0.39,c1ccc2nc3ccccc3cc2c1,Cc1ccc2nc3ccccc3c(N)c2c1||0.39
9738,5863,Cc1ccc2oc(C(=O)O)c(C)c2c1,Cc1ccc2oc(C(=O)O)c(C)c2c1,1.06,c1ccc2occc2c1,Cc1ccc2oc(C(=O)O)c(C)c2c1||1.06
9739,4700,Cc1ccc2oc(C(=O)O)cc2c1,Cc1ccc2oc(C(=O)O)cc2c1,1.133,c1ccc2occc2c1,Cc1ccc2oc(C(=O)O)cc2c1||1.133
